@RELATION eos
@ATTRIBUTE r1Ucfirst {0, 1}
@ATTRIBUTE r1NewPara {0, 1}
@ATTRIBUTE r1Comma {0, 1}
@ATTRIBUTE r1Period {0, 1}
@ATTRIBUTE l1Title {0, 1}
@ATTRIBUTE l1Abbrev {0, 1}
@ATTRIBUTE lLength numeric
@ATTRIBUTE rLength numeric
@ATTRIBUTE Nspaces numeric
@ATTRIBUTE r1Quote {0, 1}
@ATTRIBUTE r1Semi {0, 1}
@ATTRIBUTE l1Internal {0, 1}
@ATTRIBUTE l1Cap {0, 1}
@ATTRIBUTE class {EOS, NEOS}
@DATA
1,0,0,0,0,0,17,9,1,0,0,0,0,EOS
1,0,0,0,0,0,30,45,1,0,0,0,0,EOS
1,0,0,0,0,0,206,11,2,0,0,0,0,EOS
0,1,0,0,0,0,33,0,0,0,0,0,0,EOS
1,0,0,0,0,0,181,114,1,0,0,0,0,EOS
1,0,0,0,0,0,149,31,2,0,0,0,0,EOS
1,0,0,0,0,0,97,25,1,0,0,0,0,EOS
1,0,0,0,0,0,52,8,2,0,0,0,0,EOS
0,0,0,0,0,1,88,29,1,0,0,0,0,NEOS
0,1,0,0,0,0,54,0,0,0,0,0,0,EOS
1,0,0,0,0,0,24,40,2,0,0,0,0,EOS
0,1,0,0,0,0,39,0,0,0,0,0,0,EOS
1,0,0,0,0,0,19,82,2,0,0,0,0,EOS
1,0,0,0,0,0,18,30,1,0,0,0,0,EOS
1,0,0,0,0,0,10,3,1,0,0,0,0,EOS
1,0,0,0,0,0,83,23,1,0,0,0,0,EOS
0,1,0,0,0,0,25,0,0,0,0,0,0,EOS
1,0,0,0,0,0,89,44,2,0,0,0,0,EOS
0,1,0,0,0,0,156,0,0,0,0,0,0,EOS
0,1,0,0,0,0,164,0,0,0,0,0,0,EOS
1,0,0,0,0,0,93,215,2,0,0,0,0,EOS
1,0,0,0,0,0,26,50,2,0,0,0,0,EOS
1,0,0,0,0,0,15,8,2,0,0,0,0,EOS
1,0,0,0,0,0,17,57,2,0,0,0,0,EOS
0,1,0,0,0,0,73,0,0,0,0,0,0,EOS
1,0,0,0,0,0,93,88,2,0,0,0,0,EOS
1,0,0,0,0,0,36,48,2,0,0,0,0,EOS
1,0,0,0,0,0,3,32,1,0,0,0,1,NEOS
1,0,0,0,0,0,40,88,1,0,0,0,0,EOS
1,0,0,0,0,0,308,4,1,0,0,0,0,EOS
1,0,0,0,0,0,98,15,2,0,0,0,1,EOS
0,1,0,0,0,0,14,0,0,0,0,0,0,EOS
1,0,0,0,0,0,52,146,1,0,0,0,0,EOS
1,0,0,0,0,0,19,152,3,0,0,0,0,EOS
1,0,0,0,0,0,160,40,2,0,0,0,0,EOS
0,1,0,0,0,0,111,0,0,0,0,0,0,EOS
1,0,0,0,0,0,53,90,1,0,0,0,0,EOS
0,0,0,0,0,0,5,24,2,1,0,0,0,EOS
1,0,0,0,0,0,52,66,2,0,0,0,0,EOS
0,0,0,0,1,1,47,143,2,0,0,0,1,NEOS
1,0,0,0,0,0,20,52,1,0,0,0,0,EOS
0,0,0,0,0,0,6,31,2,1,0,0,0,EOS
1,0,0,0,0,0,14,92,1,0,0,0,0,EOS
1,0,0,0,0,0,60,134,2,0,0,0,0,EOS
1,0,0,0,0,0,85,54,1,0,0,0,0,EOS
0,1,0,0,0,0,28,0,0,0,0,0,0,EOS
0,1,0,0,0,0,63,0,0,0,0,0,0,EOS
0,1,0,0,0,0,7,0,0,0,0,0,0,EOS
0,1,0,0,0,0,32,0,0,0,0,0,0,EOS
1,0,0,0,1,1,35,1,1,0,0,0,1,NEOS
0,1,0,0,0,0,51,0,0,0,0,0,1,EOS
0,1,0,0,0,0,71,0,0,0,0,0,1,EOS
0,1,0,0,0,0,83,0,0,0,0,0,0,EOS
1,0,0,0,0,0,38,160,2,0,0,0,0,EOS
0,1,0,0,0,0,32,0,0,0,0,0,0,EOS
1,0,0,0,0,0,67,44,1,0,0,0,0,EOS
1,0,0,0,0,0,39,50,1,0,0,0,0,EOS
0,1,0,0,0,0,16,0,0,0,0,0,0,EOS
0,1,0,0,0,0,52,0,0,0,0,0,1,EOS
0,1,0,0,0,0,63,0,0,0,0,0,0,EOS
1,0,0,0,0,0,112,86,2,0,0,0,0,EOS
0,1,0,0,0,0,7,0,0,0,0,0,0,EOS
0,1,0,0,0,0,53,0,0,0,0,0,0,EOS
0,1,0,0,0,0,189,0,0,0,0,0,0,EOS
1,0,0,0,0,0,32,23,2,0,0,0,0,EOS
1,0,0,0,0,0,98,176,2,0,0,0,0,EOS
0,1,0,0,0,0,76,0,0,0,0,0,0,EOS
1,0,0,0,0,0,66,142,1,0,0,0,0,EOS
0,1,0,0,0,0,23,0,0,0,0,0,0,EOS
0,0,0,0,0,0,58,4,1,1,0,0,0,EOS
1,0,0,0,0,0,44,98,1,0,0,0,0,EOS
0,1,0,0,0,0,25,0,0,0,0,0,0,EOS
1,0,0,0,0,0,89,136,2,0,0,0,0,EOS
1,0,0,0,0,0,85,189,1,0,0,0,0,EOS
1,0,0,0,0,0,32,8,2,0,0,0,0,EOS
1,0,0,0,0,0,66,51,2,0,0,0,0,EOS
1,0,0,0,0,0,138,130,2,0,0,0,0,EOS
0,0,0,0,0,0,44,21,1,1,0,0,0,EOS
0,1,0,0,0,0,182,0,0,0,0,0,0,EOS
1,0,0,0,0,0,102,28,2,0,0,0,0,EOS
1,0,0,0,0,0,40,26,1,0,0,0,1,EOS
0,1,0,0,0,0,111,0,0,0,0,0,0,EOS
0,1,0,0,0,0,153,0,0,0,0,0,0,EOS
1,0,0,0,0,0,33,26,2,0,0,0,1,EOS
1,0,0,0,0,0,56,37,1,0,0,0,0,EOS
0,1,0,0,0,0,66,0,0,0,0,0,0,EOS
1,0,0,0,0,0,93,48,2,0,0,0,0,EOS
0,1,0,0,0,0,5,0,0,0,0,0,0,EOS
1,0,0,0,0,0,40,148,2,0,0,0,0,EOS
0,1,0,0,0,0,99,0,0,0,0,0,0,EOS
1,0,0,0,0,0,5,49,2,0,0,0,0,EOS
1,0,0,0,0,0,42,19,2,0,0,0,0,EOS
1,0,0,0,0,0,8,65,2,0,0,0,0,EOS
1,0,0,0,0,0,29,9,2,0,0,0,0,EOS
0,0,0,0,0,0,17,126,1,1,0,0,0,EOS
1,0,0,0,0,0,18,55,2,0,0,0,0,EOS
1,0,0,0,0,0,123,36,2,0,0,0,0,EOS
1,0,0,0,0,0,47,27,2,0,0,0,0,EOS
0,1,0,0,0,0,116,0,0,0,0,0,0,EOS
1,0,0,0,0,0,6,12,2,0,0,0,0,EOS
0,1,0,0,0,0,37,0,0,0,0,0,0,EOS
1,0,0,0,0,0,99,169,2,0,0,0,0,EOS
1,0,0,0,0,0,5,20,1,0,0,0,1,NEOS
1,0,0,0,0,0,67,82,2,0,0,0,0,EOS
0,1,0,0,0,0,226,0,0,0,0,0,0,EOS
1,0,0,0,0,0,19,72,2,0,0,0,0,EOS
1,0,0,0,0,0,23,196,1,0,0,0,0,EOS
1,0,0,0,0,0,393,143,1,0,0,0,0,EOS
0,1,0,0,0,0,66,0,0,0,0,0,0,EOS
1,0,0,0,1,1,11,52,1,0,0,0,1,NEOS
0,1,0,0,0,0,90,0,0,0,0,0,0,EOS
1,0,0,0,0,0,29,57,2,0,0,0,0,EOS
0,1,0,0,0,0,115,0,0,0,0,0,0,EOS
1,0,0,0,0,0,23,19,1,0,0,0,1,EOS
0,1,0,0,0,0,74,0,0,0,0,0,0,EOS
1,0,0,0,0,0,83,16,2,0,0,0,0,EOS
1,0,0,0,0,0,80,29,2,0,0,0,0,EOS
1,0,0,0,0,0,60,135,1,0,0,0,1,EOS
1,0,0,0,0,0,51,99,1,0,0,0,1,EOS
0,1,0,0,0,0,64,0,0,0,0,0,1,EOS
0,1,0,0,0,0,45,0,0,0,0,0,0,EOS
1,0,0,0,0,0,47,89,2,0,0,0,0,EOS
1,0,0,0,0,0,6,31,2,0,0,0,0,EOS
0,1,0,0,0,0,84,0,0,0,0,0,0,EOS
1,0,0,0,0,0,22,32,2,0,0,0,0,EOS
1,0,0,0,0,0,42,139,2,0,0,0,0,EOS
0,1,0,0,0,0,60,0,0,0,0,0,0,EOS
1,0,0,0,0,0,89,212,1,0,0,0,0,EOS
0,0,0,0,0,0,8,13,2,1,0,0,0,EOS
1,0,0,0,0,0,128,16,2,0,0,0,0,EOS
1,0,0,0,0,0,63,35,2,0,0,0,0,EOS
0,0,0,0,0,0,11,16,1,0,0,0,1,NEOS
0,1,0,0,0,0,25,0,0,0,0,0,0,EOS
1,0,0,0,0,0,98,22,2,0,0,0,0,EOS
1,0,0,0,0,0,53,23,2,0,0,0,0,EOS
0,1,0,0,0,0,69,0,0,0,0,0,0,EOS
0,1,0,0,0,0,73,0,0,0,0,0,0,EOS
1,0,0,0,0,0,78,5,2,0,0,0,0,EOS
0,0,0,1,0,0,61,0,0,0,0,0,0,NEOS
1,0,0,0,0,0,88,57,1,0,0,0,1,NEOS
1,0,0,0,1,1,57,25,1,0,0,0,1,NEOS
0,1,0,0,0,0,37,0,0,0,0,0,0,EOS
0,1,0,0,0,0,124,0,0,0,0,0,0,EOS
1,0,0,0,0,0,13,31,1,0,0,0,0,EOS
1,0,0,0,0,0,6,30,2,0,0,0,1,EOS
1,0,0,0,0,0,20,25,2,0,0,0,1,EOS
1,0,0,0,0,0,22,7,1,0,0,0,0,EOS
0,1,0,0,0,0,225,0,0,0,0,0,0,EOS
1,0,0,0,0,0,69,39,2,0,0,0,1,EOS
1,0,0,0,0,0,10,33,2,0,0,0,0,EOS
0,1,0,0,0,0,65,0,0,0,0,0,0,EOS
1,0,0,0,0,0,229,19,1,0,0,0,0,EOS
0,1,0,0,0,0,87,0,0,0,0,0,0,EOS
1,0,0,0,0,0,42,42,2,0,0,0,0,EOS
0,1,0,0,0,0,7,0,0,0,0,0,0,EOS
1,0,0,0,0,0,43,50,1,0,0,0,0,EOS
1,0,0,0,0,0,96,259,1,0,0,0,0,EOS
1,0,0,0,0,0,76,24,2,0,0,0,0,EOS
1,0,0,0,0,0,113,117,1,0,0,0,0,EOS
1,0,0,0,0,0,69,31,2,0,0,0,0,EOS
0,1,0,0,0,0,59,0,0,0,0,0,0,EOS
0,1,0,0,0,0,53,0,0,0,0,0,0,EOS
1,0,0,0,0,0,3,8,1,0,0,0,0,EOS
0,1,0,0,0,0,10,0,0,0,0,0,0,EOS
0,0,0,0,0,0,158,23,1,0,0,0,1,NEOS
0,1,0,0,0,0,69,0,0,0,0,0,0,EOS
1,0,0,0,0,0,184,190,2,0,0,0,0,EOS
1,0,0,0,0,0,131,90,2,0,0,0,0,EOS
1,0,0,0,0,0,149,20,1,0,0,0,0,EOS
0,1,0,0,0,0,93,0,0,0,0,0,0,EOS
0,0,1,0,0,0,15,17,0,0,0,0,1,NEOS
1,0,0,0,0,0,41,28,2,0,0,0,1,EOS
0,1,0,0,0,0,56,0,0,0,0,0,0,EOS
1,0,0,0,1,1,3,28,1,0,0,0,1,NEOS
0,0,0,0,0,0,9,16,2,1,0,0,0,EOS
1,0,0,0,0,0,26,99,2,0,0,0,1,EOS
1,0,0,0,0,0,34,49,1,0,0,0,0,EOS
1,0,0,0,1,1,1,59,1,0,0,0,1,NEOS
1,0,0,0,1,1,9,30,1,0,0,0,1,NEOS
0,0,0,0,0,0,8,11,2,1,0,0,0,EOS
1,0,0,0,0,0,37,115,2,0,0,0,0,EOS
0,0,0,1,0,1,31,0,0,0,0,0,1,NEOS
1,0,0,0,0,0,38,32,1,0,0,0,0,EOS
1,0,0,0,0,0,267,58,2,0,0,0,0,EOS
1,0,0,0,0,1,20,24,2,0,0,0,0,EOS
1,0,0,0,0,0,166,92,2,0,0,0,0,EOS
0,1,0,0,0,0,22,0,0,0,0,0,0,EOS
1,0,0,0,0,0,31,25,2,0,0,0,0,EOS
1,0,0,0,0,0,19,175,2,0,0,0,0,EOS
1,0,0,0,0,0,28,24,2,0,0,0,0,EOS
1,0,0,0,0,0,43,25,2,0,0,0,0,EOS
1,0,0,0,0,0,9,19,1,0,0,0,1,EOS
0,1,0,0,0,0,20,0,0,0,0,0,0,EOS
1,0,0,0,0,0,13,61,3,0,0,0,0,EOS
0,1,0,0,0,0,7,0,0,0,0,0,0,EOS
1,0,0,0,0,0,62,18,1,0,0,0,0,EOS
0,0,1,0,0,0,67,28,0,0,0,1,0,NEOS
0,1,0,0,0,0,25,0,0,0,0,0,0,EOS
0,1,0,0,0,0,583,0,0,0,0,0,0,EOS
1,0,0,0,0,0,47,72,1,0,0,0,0,EOS
1,0,0,0,0,0,17,34,1,0,0,0,0,EOS
1,0,0,0,0,0,17,17,2,0,0,0,0,EOS
1,0,0,0,0,0,421,256,2,0,0,0,0,EOS
0,0,0,0,0,0,61,1,2,0,0,0,0,EOS
0,1,0,0,0,0,56,0,0,0,0,0,0,EOS
0,1,0,0,0,0,3,0,0,0,0,0,0,EOS
0,1,0,0,0,0,176,0,0,0,0,0,0,EOS
1,0,0,0,0,0,31,14,1,0,0,0,0,EOS
1,0,0,0,0,0,263,32,2,0,0,0,0,EOS
0,0,0,0,0,0,346,160,2,0,0,0,0,EOS
0,1,0,0,0,0,20,0,0,0,0,0,0,EOS
1,0,0,0,0,0,96,56,2,0,0,0,0,EOS
1,0,0,0,0,0,73,144,2,0,0,0,0,EOS
1,0,0,0,0,0,48,137,1,0,0,0,0,EOS
1,0,0,0,0,0,75,40,2,0,0,0,0,EOS
1,0,0,0,0,0,39,61,2,0,0,0,1,EOS
1,0,0,0,0,0,63,53,2,0,0,0,0,EOS
1,0,0,0,0,0,26,22,2,0,0,0,0,EOS
0,1,0,0,0,0,66,0,0,0,0,0,0,EOS
1,0,0,0,0,0,63,41,2,0,0,0,0,EOS
1,0,0,0,0,0,179,449,2,0,0,0,0,EOS
1,0,0,0,0,0,29,26,1,0,0,0,1,EOS
1,0,0,0,0,0,2,14,1,0,0,0,1,NEOS
1,0,0,0,1,1,7,53,1,0,0,0,1,NEOS
1,0,0,0,0,0,55,24,1,0,0,0,0,EOS
1,0,0,0,0,0,49,5,1,0,0,0,1,NEOS
1,0,0,0,0,0,36,242,2,0,0,0,0,EOS
0,1,0,0,0,0,43,0,0,0,0,0,0,EOS
0,1,0,0,0,0,47,0,0,0,0,0,0,EOS
1,0,0,0,0,0,25,92,2,0,0,0,0,EOS
1,0,0,0,0,0,152,74,1,0,0,0,0,EOS
1,0,0,0,0,0,90,61,2,0,0,0,0,EOS
0,0,0,0,0,1,3,46,0,0,0,0,1,NEOS
0,1,0,0,0,0,47,0,0,0,0,0,0,EOS
0,1,0,0,0,0,23,0,0,0,0,0,0,EOS
1,0,0,0,0,0,36,79,2,0,0,0,0,EOS
0,1,0,0,0,0,27,0,0,0,0,0,0,EOS
0,1,0,0,0,0,70,0,0,0,0,0,1,EOS
1,0,0,0,0,0,55,117,2,0,0,0,0,EOS
0,0,0,0,0,0,14,13,2,1,0,0,0,EOS
1,0,0,0,0,0,148,191,2,0,0,0,1,EOS
1,0,0,0,0,0,225,142,1,0,0,0,0,EOS
0,1,0,0,0,0,12,0,0,0,0,0,0,EOS
1,0,0,0,1,1,5,48,1,0,0,0,1,NEOS
1,0,0,0,0,0,75,26,2,0,0,0,0,EOS
0,1,0,0,0,0,27,0,0,0,0,0,0,EOS
1,0,0,0,0,0,165,5,2,0,0,0,0,EOS
0,0,1,0,0,0,7,20,0,0,0,0,1,NEOS
1,0,0,0,0,0,33,29,2,0,0,0,0,EOS
0,1,0,0,0,0,85,0,0,0,0,0,0,EOS
0,1,0,0,0,0,3,0,0,0,0,0,0,EOS
0,1,0,0,0,0,18,0,0,0,0,0,0,EOS
0,1,0,0,0,0,81,0,0,0,0,0,0,EOS
1,0,0,0,0,0,36,60,2,0,0,0,0,EOS
1,0,0,0,0,0,26,62,2,0,0,0,0,EOS
1,0,0,0,0,0,247,78,3,0,0,0,0,EOS
0,0,0,0,0,0,5,19,2,1,0,0,1,EOS
0,1,0,0,0,0,73,0,0,0,0,0,0,EOS
1,0,0,0,0,0,38,23,2,0,0,0,0,EOS
1,0,0,0,0,0,9,99,1,0,0,0,0,EOS
0,1,0,0,0,0,27,0,0,0,0,0,0,EOS
1,0,0,0,0,0,20,85,2,0,0,0,0,EOS
1,0,0,0,0,0,68,27,1,0,0,0,1,NEOS
0,1,0,0,0,0,2,0,0,0,0,0,0,EOS
1,0,0,0,0,0,21,30,2,0,0,0,1,EOS
1,0,0,0,0,0,22,33,1,0,0,0,0,EOS
1,0,0,0,0,0,83,18,2,0,0,0,0,EOS
0,1,0,0,0,0,57,0,0,0,0,0,0,EOS
0,1,0,0,0,0,65,0,0,0,0,0,1,EOS
1,0,0,0,0,0,18,9,2,0,0,0,0,EOS
1,0,0,0,0,0,49,74,1,0,0,0,0,EOS
1,0,0,0,0,0,46,16,1,0,0,0,0,EOS
0,1,0,0,0,0,65,0,0,0,0,0,0,EOS
0,1,0,0,0,0,68,0,0,0,0,0,0,EOS
1,0,0,0,0,0,119,112,1,0,0,0,0,EOS
1,0,0,0,0,0,41,26,1,0,0,0,1,EOS
1,0,0,0,0,0,97,60,2,0,0,0,0,EOS
1,0,0,0,0,0,53,32,2,0,0,0,0,EOS
1,0,0,0,0,0,29,19,1,0,0,0,0,EOS
0,1,0,0,0,0,109,0,0,0,0,0,0,EOS
1,0,0,0,1,1,101,6,1,0,0,0,1,NEOS
1,0,0,0,0,0,85,31,2,0,0,0,0,EOS
1,0,0,0,0,0,50,6,2,0,0,0,0,EOS
0,1,0,0,0,0,16,0,0,0,0,0,0,EOS
1,0,0,0,0,0,30,11,1,0,0,0,0,EOS
1,0,0,0,0,0,47,25,2,0,0,0,0,EOS
1,0,0,0,0,0,184,22,1,0,0,0,0,EOS
1,0,0,0,1,1,3,78,1,0,0,0,1,NEOS
1,0,0,0,0,0,60,92,1,0,0,0,0,EOS
1,0,0,0,0,0,51,26,2,0,0,0,0,EOS
1,0,0,0,0,0,52,63,2,0,0,0,1,EOS
1,0,0,0,0,0,18,20,2,0,0,0,0,EOS
1,0,0,0,0,0,51,11,2,0,0,0,1,EOS
1,0,0,0,0,0,85,29,2,0,0,0,0,EOS
1,0,0,0,0,0,29,47,2,0,0,0,0,EOS
0,1,0,0,0,0,126,0,0,0,0,0,0,EOS
1,0,0,0,0,0,13,11,2,0,0,0,0,EOS
0,1,0,0,0,0,62,0,0,0,0,0,0,EOS
1,0,0,0,0,0,25,46,2,0,0,0,0,EOS
1,0,0,0,0,0,34,111,1,0,0,0,1,NEOS
1,0,0,0,0,0,39,41,2,0,0,0,0,EOS
0,1,0,0,0,0,62,0,0,0,0,0,0,EOS
1,0,0,0,0,0,21,48,2,0,0,0,0,EOS
1,0,0,0,0,0,54,16,1,0,0,0,0,EOS
0,1,0,0,0,0,144,0,0,0,0,0,0,EOS
0,1,0,0,0,0,26,0,0,0,0,0,0,EOS
1,0,0,0,0,0,43,130,2,0,0,0,0,EOS
1,0,0,0,0,0,42,140,2,0,0,0,0,EOS
1,0,0,0,0,0,5,292,1,0,0,0,0,EOS
1,0,0,0,0,0,79,26,2,0,0,0,0,EOS
1,0,0,0,0,0,19,97,2,0,0,0,0,EOS
0,0,0,0,0,0,17,1,1,0,0,0,1,NEOS
1,0,0,0,0,0,52,138,1,0,0,0,0,EOS
0,1,0,0,0,0,27,0,0,0,0,0,0,EOS
1,0,0,0,0,0,12,26,2,0,0,0,0,EOS
0,0,0,0,0,0,34,20,1,1,0,0,0,EOS
1,0,0,0,0,0,70,14,2,0,0,0,0,EOS
1,0,0,0,0,0,19,38,2,0,0,0,0,EOS
1,0,0,0,0,0,56,5,2,0,0,0,0,EOS
1,0,0,0,0,0,23,27,1,0,0,0,0,EOS
1,0,0,0,0,0,31,23,2,0,0,0,1,EOS
1,0,0,0,0,0,142,142,1,0,0,0,0,EOS
1,0,0,0,0,0,101,61,1,0,0,0,0,EOS
1,0,0,0,0,0,39,38,2,0,0,0,0,EOS
1,0,0,0,0,0,67,39,2,0,0,0,0,EOS
1,0,0,0,0,0,57,72,2,0,0,0,0,EOS
1,0,0,0,0,0,652,127,1,0,0,0,0,EOS
1,0,0,0,0,0,37,76,1,0,0,0,1,EOS
1,0,0,0,1,1,89,62,1,0,0,0,1,NEOS
1,0,0,0,0,0,64,83,1,0,0,0,0,EOS
1,0,0,0,1,1,49,6,2,0,0,0,1,NEOS
1,0,0,0,0,0,94,15,1,0,0,0,1,EOS
1,0,0,0,0,0,12,48,2,0,0,0,0,EOS
1,0,0,0,0,0,60,152,2,0,0,0,0,EOS
1,0,0,0,0,0,236,56,2,0,0,0,0,EOS
0,1,0,0,0,0,168,0,0,0,0,0,0,EOS
1,0,0,0,0,0,11,100,1,0,0,0,0,EOS
1,0,0,0,0,0,266,21,1,0,0,0,0,EOS
1,0,0,0,0,0,20,46,1,0,0,0,0,EOS
0,0,1,0,0,0,130,51,0,0,0,0,1,NEOS
1,0,0,0,0,0,78,27,2,0,0,0,0,EOS
1,0,0,0,0,0,35,114,2,0,0,0,0,EOS
0,0,0,0,0,0,44,34,2,1,0,0,0,EOS
1,0,0,0,0,0,22,73,2,0,0,0,0,EOS
0,1,0,0,0,0,67,0,0,0,0,0,0,EOS
1,0,0,0,0,0,104,82,1,0,0,0,0,EOS
0,1,0,0,0,0,37,0,0,0,0,0,0,EOS
1,0,0,0,0,0,5,69,1,0,0,0,0,EOS
1,0,0,0,0,0,75,74,1,0,0,0,0,EOS
1,0,0,0,0,0,158,16,2,0,0,0,0,EOS
0,0,0,0,0,0,23,19,1,1,0,0,0,EOS
0,1,0,0,0,0,43,0,0,0,0,0,1,EOS
1,0,0,0,0,0,23,247,1,0,0,0,1,EOS
1,0,0,0,0,0,32,80,2,0,0,0,0,EOS
1,0,0,0,0,0,87,54,2,0,0,0,0,EOS
1,0,0,0,0,0,130,184,2,0,0,0,1,EOS
1,0,0,0,0,0,63,24,1,0,0,0,0,EOS
0,1,0,0,0,0,62,0,0,0,0,0,0,EOS
0,1,0,0,0,0,6,0,0,0,0,0,0,EOS
0,1,0,0,0,0,91,0,0,0,0,0,0,EOS
0,0,0,0,0,1,123,29,0,0,0,0,0,NEOS
1,0,0,0,0,0,102,96,2,0,0,0,0,EOS
1,0,0,0,0,0,64,29,2,0,0,0,1,EOS
0,1,0,0,0,0,55,0,0,0,0,0,0,EOS
1,0,0,0,0,0,29,62,2,0,0,0,0,EOS
1,0,0,0,0,0,23,16,2,0,0,0,0,EOS
1,0,0,0,0,0,18,128,1,0,0,0,0,EOS
1,0,0,0,0,0,5,23,1,0,0,0,0,EOS
0,1,0,0,0,0,144,0,0,0,0,0,1,EOS
1,0,0,0,0,0,7,46,1,0,0,0,0,EOS
0,1,0,0,0,0,40,0,0,0,0,0,0,EOS
1,0,0,0,0,0,10,57,2,0,0,0,0,EOS
0,1,0,0,0,0,76,0,0,0,0,0,0,EOS
1,0,0,0,0,0,8,83,1,0,0,0,0,EOS
1,0,0,0,0,0,14,68,2,0,0,0,0,EOS
1,0,0,0,0,0,13,8,2,0,0,0,0,EOS
1,0,0,0,1,1,14,32,1,0,0,0,1,NEOS
1,0,0,0,0,0,69,67,1,0,0,0,0,EOS
1,0,0,0,0,0,12,33,2,0,0,0,0,EOS
1,0,0,0,0,0,14,48,2,0,0,0,0,EOS
0,1,0,0,0,0,70,0,0,0,0,0,0,EOS
1,0,0,0,0,0,73,10,2,0,0,0,0,EOS
1,0,0,0,0,0,21,23,1,0,0,0,0,EOS
0,0,0,0,0,0,3,140,1,1,0,0,0,EOS
1,0,0,0,0,0,139,83,2,0,0,0,0,EOS
1,0,0,0,0,0,46,21,2,0,0,0,0,EOS
1,0,0,0,0,0,13,167,2,0,0,0,0,EOS
1,0,0,0,0,0,88,101,2,0,0,0,0,EOS
1,0,0,0,0,0,226,216,1,0,0,0,0,EOS
0,0,0,0,0,0,51,18,2,0,0,0,0,EOS
1,0,0,0,0,0,14,103,2,0,0,0,0,EOS
1,0,0,0,0,0,29,19,2,0,0,0,0,EOS
0,0,0,0,0,0,34,43,1,0,0,0,1,NEOS
1,0,0,0,0,0,182,46,2,0,0,0,0,EOS
0,1,0,0,0,0,155,0,0,0,0,0,1,EOS
1,0,0,0,0,0,68,47,1,0,0,0,0,EOS
1,0,0,0,0,0,35,13,2,0,0,0,0,EOS
1,0,0,0,0,0,72,30,1,0,0,0,0,EOS
1,0,0,0,0,0,25,21,2,0,0,0,0,EOS
0,1,0,0,0,0,39,0,0,0,0,0,0,EOS
1,0,0,0,0,0,99,31,1,0,0,0,0,EOS
1,0,0,0,0,0,4,108,2,0,0,0,0,EOS
1,0,0,0,0,0,8,39,1,0,0,0,1,EOS
0,1,0,0,0,0,97,0,0,0,0,0,0,EOS
1,0,0,0,0,0,148,151,1,0,0,0,0,EOS
0,1,0,0,0,0,59,0,0,0,0,0,0,EOS
1,0,0,0,0,0,48,24,2,0,0,0,0,EOS
0,1,0,0,0,0,26,0,0,0,0,0,0,EOS
1,0,0,0,0,0,121,119,1,0,0,0,0,EOS
0,1,0,0,0,0,104,0,0,0,0,0,0,EOS
1,0,0,0,0,0,211,34,2,0,0,0,0,EOS
1,0,0,0,0,0,16,48,1,0,0,0,0,EOS
1,0,0,0,0,0,17,94,2,0,0,0,0,EOS
1,0,0,0,0,0,38,67,2,0,0,0,0,EOS
0,1,0,0,0,0,3,0,0,0,0,0,0,EOS
1,0,0,0,0,0,21,143,1,0,0,0,0,EOS
1,0,0,0,0,0,73,55,2,0,0,0,0,EOS
1,0,0,0,0,0,46,172,1,0,0,0,0,EOS
1,0,0,0,0,0,116,18,1,0,0,0,0,EOS
0,1,0,0,0,0,25,0,0,0,0,0,0,EOS
0,1,0,0,0,0,51,0,0,0,0,0,0,EOS
1,0,0,0,0,0,29,72,2,0,0,0,0,EOS
1,0,0,0,0,0,41,23,2,0,0,0,0,EOS
1,0,0,0,0,0,6,26,2,0,0,0,1,EOS
0,1,0,0,0,0,51,0,0,0,0,0,0,EOS
0,1,0,0,0,0,123,0,0,0,0,0,0,EOS
1,0,0,0,1,1,1,62,1,0,0,0,1,NEOS
1,0,0,0,0,0,20,51,2,0,0,0,0,EOS
0,1,0,0,0,0,90,0,0,0,0,0,0,EOS
0,1,0,0,0,0,95,0,0,0,0,0,0,EOS
0,1,0,0,0,0,90,0,0,0,0,0,0,EOS
1,0,0,0,0,0,19,53,2,0,0,0,0,EOS
1,0,0,0,0,0,28,13,2,0,0,0,0,EOS
1,0,0,0,0,0,74,25,1,0,0,0,0,EOS
1,0,0,0,0,0,97,22,1,0,0,0,1,EOS
0,1,0,0,0,0,77,0,0,0,0,0,0,EOS
0,1,0,0,0,0,25,0,0,0,0,0,0,EOS
0,1,0,0,0,0,11,0,0,0,0,0,0,EOS
1,0,0,0,0,1,8,59,1,0,0,0,0,EOS
0,1,0,0,0,0,14,0,0,0,0,0,0,EOS
0,1,0,0,0,0,51,0,0,0,0,0,0,EOS
0,1,0,0,0,0,60,0,0,0,0,0,0,EOS
0,1,0,0,0,0,48,0,0,0,0,0,0,EOS
1,0,0,0,0,0,69,20,2,0,0,0,0,EOS
0,1,0,0,0,0,16,0,0,0,0,0,0,EOS
1,0,0,0,0,0,33,53,2,0,0,0,0,EOS
0,0,0,0,0,0,9,117,1,1,0,0,1,NEOS
0,0,0,0,0,0,58,81,2,0,0,0,0,EOS
1,0,0,0,0,0,74,52,1,0,0,0,0,EOS
0,0,0,1,0,1,32,0,0,0,0,0,1,NEOS
1,0,0,0,0,0,15,45,1,0,0,0,1,EOS
0,0,1,0,0,0,28,111,0,0,0,0,1,NEOS
1,0,0,0,0,0,5,103,1,0,0,0,0,EOS
1,0,0,0,0,0,98,56,2,0,0,0,1,EOS
0,1,0,0,0,0,66,0,0,0,0,0,0,EOS
